1	137.0
2	136.0
3	138.0
4	137.0
5	138.0
6	138.0
7	137.0
8	139.0
9	136.0
10	139.0
11	136.0
12	138.0
13	138.0
14	139.0
15	137.0
16	138.0
17	136.0
18	138.0
19	136.0
20	138.0
21	136.0
22	138.0
23	139.0
24	138.0
25	137.0
26	137.0
27	138.0
28	139.0
29	138.0
30	137.0
31	138.0
32	138.0
33	137.0
34	135.0
35	139.0
36	136.0
37	137.0
38	138.0
39	138.0
40	137.0
41	138.0
42	136.0
43	136.0
44	138.0
45	137.0
46	138.0
47	137.0
48	138.0
49	137.0
50	138.0
51	141.0
52	138.0
53	136.0
54	136.0
55	140.0
56	137.0
57	137.0
58	138.0
59	138.0
60	135.0
61	136.0
62	138.0
63	140.0
64	138.0
65	136.0
66	137.0
67	136.0
68	137.0
69	138.0
70	138.0
71	136.0
72	138.0
73	136.0
74	137.0
75	139.0
76	137.0
77	136.0
78	139.0
79	136.0
80	137.0
81	137.0
82	137.0
83	137.0
84	138.0
85	137.0
86	137.0
87	136.0
88	138.0
89	138.0
90	135.0
91	135.0
92	135.0
93	141.0
94	136.0
95	136.0
96	138.0
97	137.0
98	139.0
99	139.0
100	137.0
